URL,has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,url_length,has_hyphens,domain,subdomain_count,Phishing_TLD,label
http://www.eki-net.con-aescceeeeaas.cxyrzh.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.cxyrzh.top,3,1,1
http://www.eki-net.con-aescceeeeaas.faokuk.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.faokuk.top,3,1,1
http://www.eki-net.con-aescceeeeaas.ffreon.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.ffreon.top,3,1,1
http://www.eki-net.con-aescceeeeaas.fyvdku.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.fyvdku.top,3,1,1
http://www.eki-net.con-aescceeeeaas.gbqkjt.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.gbqkjt.top,3,1,1
http://loteriada-urodzinowa.pl/millenium_payment.php,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,9,26,3,60,0,0,0,1338,0,2,7,38,0,1,1,0,0,1,2,0,0,0,0,7,0,0,1,loteriada-urodzinowa.pl,1,0,1
http://www.eki-net.con-aescceeeeaas.hlrooh.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.hlrooh.top,3,1,1
http://www.eki-net.con-aescceeeeaas.hyhowu.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.hyhowu.top,3,1,1
http://www.eki-net.con-aescceeeeaas.jyxeuz.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.jyxeuz.top,3,1,1
http://www.eki-net.con-aescceeeeaas.mtbuiy.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.mtbuiy.top,3,1,1
http://www.eki-net.con-aescceeeeaas.mvzyfc.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.mvzyfc.top,3,1,1
http://www.eki-net.con-aescceeeeaas.okxdbp.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.okxdbp.top,3,1,1
https://pl.lnpost-lupappokupka.tech/payment/49952963630/pl/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,pl.lnpost-lupappokupka.tech,1,0,1
https://pl.lnpost-lupappokupka.tech/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,pl.lnpost-lupappokupka.tech,1,0,1
http://www.eki-net.con-aescceeeeaas.pxsthw.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.pxsthw.top,3,1,1
http://rftktofficial.com,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,8,2,6,24,1,0,0,408,0,4,1,13,0,0,1,0,0,0,16,0,0,0,1,1,0,0,0,rftktofficial.com,1,0,1
http://www.eki-net.con-aescceeeeaas.sjkppt.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.sjkppt.top,3,1,1
http://www.eki-net.con-aescceeeeaas.svmm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.svmm.top,3,1,1
http://www.eki-net.con-aescceeeeaas.thkray.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.thkray.top,3,1,1
http://www.eki-net.con-aescceeeeaas.trea.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.trea.top,3,1,1
http://www.eki-net.con-aescceeeeaas.usbgeb.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.usbgeb.top,3,1,1
http://www.eki-net.con-aescceeeeaas.vcuu.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.vcuu.top,3,1,1
http://www.eki-net.con-aescceeeeaas.vrne.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.vrne.top,3,1,1
http://www.eki-net.con-aescceeeeaas.wiphfb.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.wiphfb.top,3,1,1
http://www.eki-net.con-aescceeeeaas.ywqcdn.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeaas.ywqcdn.top,3,1,1
https://track-uspspackage.gotdns.ch/update,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,13,0,0,0,25,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,track-uspspackage.gotdns.ch,1,0,1
http://www.eki-net.con-aescceeeeeaas.dwkxch.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.dwkxch.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.ffreon.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.ffreon.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.idgton.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.idgton.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.latofm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.latofm.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.okhusg.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.okhusg.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.scah.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeeeaas.scah.top,3,1,1
http://metamlask.com,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,14,1,5,58,1,0,0,1661,0,25,1,64,0,0,0,0,0,0,16,1,0,0,0,44,0,0,0,metamlask.com,1,0,1
http://opensea-blog.com,1,1,1,0,0,1,0,1,0,0,0,4,10,0,0,2,0,0,3,8,32,55,1,1,1,3158,1,66,10,125,0,0,1,1,1,1,34,1,0,0,0,13,0,0,1,opensea-blog.com,1,0,1
http://www.eki-net.con-aescceeeeeaas.wzpclp.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.wzpclp.top,3,1,1
http://www.eki-net.con-aescceeeeeaas.zukhro.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeeeaas.zukhro.top,3,1,1
http://www.eki-net.con-aescceeeesaas.adyjox.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.adyjox.top,3,1,1
http://www.eki-net.con-aescceeeesaas.iidxia.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.iidxia.top,3,1,1
http://www.eki-net.con-aescceeeesaas.qsnbpy.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.qsnbpy.top,3,1,1
http://www.eki-net.con-aescceeeesaas.svmm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeesaas.svmm.top,3,1,1
http://www.eki-net.con-aescceeeesaas.taiujf.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.taiujf.top,3,1,1
http://www.eki-net.con-aescceeeesaas.txgkcn.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.txgkcn.top,3,1,1
http://www.eki-net.con-aescceeeesaas.ujtv.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeeesaas.ujtv.top,3,1,1
http://www.eki-net.con-aescceeeesaas.usbgeb.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.usbgeb.top,3,1,1
http://www.eki-net.con-aescceeeesaas.xesana.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceeeesaas.xesana.top,3,1,1
http://www.eki-net.con-aescceeesaas.cxnpua.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeesaas.cxnpua.top,3,1,1
http://www.eki-net.con-aescceeesaas.gbaiwf.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeesaas.gbaiwf.top,3,1,1
http://www.eki-net.con-aescceeesaas.iprzwh.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeesaas.iprzwh.top,3,1,1
http://www.eki-net.con-aescceeesaas.txgkcn.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeesaas.txgkcn.top,3,1,1
http://www.eki-net.con-aescceeesaas.zynbuz.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceeesaas.zynbuz.top,3,1,1
http://networkcrypt.com,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,15,11,8,19,1,1,1,2672,1,25,10,84,0,0,0,0,0,0,5,1,0,0,0,25,0,0,0,networkcrypt.com,1,0,1
https://quiet-chaja-dcefec.netlify.app/,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,55,5,61,1,1,1,6084,0,115,129,190,0,0,0,0,1,0,15,0,0,0,0,151,0,0,1,quiet-chaja-dcefec.netlify.app,1,0,1
http://www.eki-net.con-aescceoseeaas.okxdbp.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceoseeaas.okxdbp.top,3,1,1
http://www.eki-net.con-aescceoseeaas.pzazgv.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceoseeaas.pzazgv.top,3,1,1
http://www.eki-net.con-aescceoseeaas.qucc.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceoseeaas.qucc.top,3,1,1
http://www.eki-net.con-aescceoseeaas.svmm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceoseeaas.svmm.top,3,1,1
http://www.eki-net.con-aescceoseeaas.ujtv.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceoseeaas.ujtv.top,3,1,1
http://fairpollan.build067.wpsandbox.app/ko/red.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fairpollan.build067.wpsandbox.app,2,0,1
https://fairpollan.build067.wpsandbox.app/ko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fairpollan.build067.wpsandbox.app,2,0,1
http://xn--mtamask-ot4c.com,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,46,5,58,1,0,1,2014,0,44,7,46,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,xn--mtamask-ot4c.com,1,0,1
http://www.eki-net.con-aescceosesaas.gvjm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceosesaas.gvjm.top,3,1,1
http://www.eki-net.con-aescceosesaas.iidxia.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.iidxia.top,3,1,1
http://www.eki-net.con-aescceosesaas.ixwhvl.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.ixwhvl.top,3,1,1
http://www.eki-net.con-aescceosesaas.jecrzy.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.jecrzy.top,3,1,1
http://www.eki-net.con-aescceosesaas.jvuu.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aescceosesaas.jvuu.top,3,1,1
http://www.eki-net.con-aescceosesaas.latofm.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.latofm.top,3,1,1
http://www.eki-net.con-aescceosesaas.ouvpkl.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.ouvpkl.top,3,1,1
https://kiba.tools/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,46,0,0,0,93,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,kiba.tools,1,0,1
http://www.eki-net.con-aescceosesaas.pehcvy.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.pehcvy.top,3,1,1
http://www.eki-net.con-aescceosesaas.puazck.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.puazck.top,3,1,1
http://www.eki-net.con-aescceosesaas.qaxnzo.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.qaxnzo.top,3,1,1
http://www.eki-net.con-aescceosesaas.qfuhtb.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.qfuhtb.top,3,1,1
http://www.eki-net.con-aescceosesaas.qkyqqw.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,www.eki-net.con-aescceosesaas.qkyqqw.top,3,1,1
http://www.eki-net.con-aesccoseeaas.mtbuiy.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.mtbuiy.top,3,1,1
http://www.eki-net.con-aesccoseeaas.qfuhtb.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.qfuhtb.top,3,1,1
http://www.eki-net.con-aesccoseeaas.qigyji.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.qigyji.top,3,1,1
http://www.eki-net.con-aesccoseeaas.scah.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.scah.top,3,1,1
http://www.eki-net.con-aesccoseeaas.sjkppt.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.sjkppt.top,3,1,1
http://www.eki-net.con-aesccoseeaas.tddonu.top/jp.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.eki-net.con-aesccoseeaas.tddonu.top,3,1,1
